row_idx,x,y,language,detail_level,sentiment_class,detail_level_659d21b9_pred,detail_level_a6312ca1_pred,sentiment_4fba3d0b_pred,sentiment_ba797532_pred,language_ef21cec4_pred,language_7f943949_pred,cluster
11549,0.3680481227756278,0.0041597547280219,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11550,-0.2829135859988612,0.4150626137500011,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11551,-0.1731154984079156,-0.2138156350235223,ru,medium,positive,long,long,positive,positive,ru,ru,3
11552,-0.2095259426793572,0.0144292381270674,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11553,0.0978999843248761,-0.028085115087004,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
11554,-0.1732630710387278,-0.2019133344413158,ru,medium,positive,long,long,positive,positive,ru,ru,3
11555,0.1572601330704994,-0.0181383498696521,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
11556,0.3060616571561498,-0.0067013523101921,kz,medium,positive,medium,long,positive,positive,kz,kz,0
11557,-0.1702847477867749,-0.2960906252268384,ru,long,positive,long,long,positive,positive,ru,ru,3
11558,0.3283821600748354,0.0196341030131914,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11559,0.262417057850909,0.0047904593984155,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11560,-0.2711191208439671,0.2807318231751863,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11561,0.2605065446482906,0.0199900477830828,kz,long,positive,medium,medium,positive,positive,kz,kz,0
11562,0.3317885791422443,-0.014065587595438,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11563,-0.0022661075011691,0.1356416049947624,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
11564,-0.1693431336746762,0.4325074949592307,ru,short,positive,short,short,positive,positive,ru,ru,2
11565,-0.2169418437917356,0.1375322966500252,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11566,-0.0361197659800503,-0.0505582475135435,ru,medium,positive,medium,medium,positive,positive,ru,ru,1
11567,-0.1013461831920493,-0.0680757596913583,ru,long,negative,medium,medium,negative,negative,ru,ru,3
11568,-0.2174425766431579,-0.0217583233104569,ru,long,positive,long,long,positive,positive,ru,ru,3
11569,-0.2969865761391759,0.2352154518091525,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11570,0.2130204540884986,-0.0847717540859722,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,0
11571,-0.0884721859963746,-0.1089830356064619,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
11572,0.1583922588472161,-0.0284456260277868,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
11573,-0.0733479502007752,0.01312929803068,ru,long,positive,long,long,positive,positive,ru,ru,1
11574,0.2500840833691028,0.016648193233873,mixed,long,positive,long,long,positive,positive,mixed,mixed,0
11575,0.3419788891097179,-0.0018352484209693,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11576,-0.208521274403265,-0.138135675248585,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11577,-0.1582400638912814,0.0243326940796906,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11578,0.2346186989876247,-0.0140238678378773,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11579,-0.2385966472631036,-0.1230088613251191,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11580,-0.2738083702308426,0.4452404440604373,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11581,-0.1198037722067622,-0.2515438192813712,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11582,0.3426125026291557,-0.011511948813471,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11583,-0.174322049362951,0.0223584772559029,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11584,-0.2588073387324553,0.2614832913292123,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11585,0.2515965393992108,-0.011901094667518,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11586,-0.3274809403355956,0.091516026026828,ru,long,neutral,long,long,neutral,neutral,ru,ru,2
11587,0.1643779960396159,-0.0163705066580801,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
11588,0.4005946294535646,-0.0195019957534043,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
11589,-0.2143747290095457,0.2210575579190725,ru,long,positive,long,long,positive,positive,ru,ru,2
11590,0.3810768293105065,0.0809631202300676,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11591,-0.2846710835773482,0.2071253977538601,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11592,0.3247813638906248,0.0727890206563812,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11593,-0.1528764833434622,-0.1973012126588368,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11594,0.3204458868874124,0.0036480040119062,kz,long,positive,long,long,positive,positive,kz,kz,0
11595,-0.133024995461273,-0.1368559675880671,ru,long,positive,long,long,positive,positive,ru,ru,3
11596,-0.2241447151446643,0.0705983700023058,ru,long,neutral,medium,medium,neutral,neutral,ru,ru,2
11597,0.2191674029206314,-0.0069916152170947,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,0
11598,0.3171152315232614,0.018318843136092,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11599,-0.1656312533246136,0.041631110308101,ru,long,positive,long,medium,positive,positive,ru,ru,3
11600,-0.1126726319063071,-0.1524105677328261,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11601,-0.2495083080089323,0.0432881133074494,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11602,0.3827108829656719,0.082968946997602,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11603,-0.2424526010642789,0.0052123138519092,ru,long,positive,long,long,positive,positive,ru,ru,3
11604,-0.1270752976040071,-0.2625495653583995,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11605,0.4065876209904426,0.0898628742098001,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11606,-0.103734918357028,-0.188453338365367,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11607,0.0272955450081036,-0.0974154265003861,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
11608,0.2779766751291553,-0.0095839462758166,kz,long,negative,long,long,negative,negative,kz,kz,0
11609,-0.106605105796831,0.0311497416575585,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11610,-0.2179714644470682,0.0661347034947453,ru,medium,positive,medium,long,positive,positive,ru,ru,3
11611,0.0824198917605216,-0.0064993428188853,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
11612,0.0635219822768768,0.0988171041093805,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed,1
11613,-0.1283771105060924,0.014140241682614,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
11614,-0.2188730930868525,0.0189454252920042,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11615,0.3344834756244209,0.0066776976771107,kz,long,positive,long,long,positive,positive,kz,kz,0
11616,0.3054078017550026,-0.0106864429229572,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11617,-0.1795842025228083,-0.2317618878731908,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11618,0.4050835082532057,-0.0099978333630675,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11619,-0.0493576779475286,-0.0871352478811618,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
11620,-0.194433612485587,0.0312828709250573,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11621,-0.1915197804814694,0.0506542105370224,ru,long,positive,long,long,positive,positive,ru,ru,3
11622,0.1945413377486688,0.0319290461863733,mixed,long,positive,long,long,positive,positive,mixed,mixed,0
11623,-0.0697918407014805,-0.1413273931526088,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
11624,-0.098520461297743,-0.1288707059058273,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11625,0.0996699947527642,-0.0392342580518326,mixed,medium,negative,medium,medium,negative,negative,mixed,mixed,1
11626,-0.1585028387526655,-0.0027734946006786,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11627,0.3047759363487767,-0.0111655372415797,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11628,-0.1937131191722838,-0.202439194750791,ru,long,positive,long,long,positive,positive,ru,ru,3
11629,-0.0411377303977569,-0.0944151145208666,ru,medium,negative,medium,long,negative,negative,ru,ru,3
11630,-0.2698124734614167,0.0577464862040481,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11631,0.1705377292222849,0.0333599267352864,mixed,medium,positive,long,medium,positive,positive,mixed,mixed,1
11632,-0.095286686971159,-0.1395360828023936,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11633,-0.1886969710873033,-0.0848860102209358,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11634,-0.0050527262834484,0.007182293626518,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
11635,-0.2422040879545642,0.0959573011655873,ru,medium,positive,long,long,positive,positive,ru,ru,2
11636,0.1807617417160223,0.0340428856463946,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
11637,-0.2987418796403298,-0.1637789489880184,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11638,-0.3060734153086588,-0.1412407275865791,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11639,-0.2137828352781362,0.0069412816489322,ru,long,positive,long,long,positive,positive,ru,ru,3
11640,0.3615485211893922,0.044234622026719,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11641,0.1548110174891717,-0.0102538604847825,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
11642,-0.0493527891840318,-0.0662049557975107,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11643,0.2565397652806035,-0.0034263307623498,kz,medium,positive,medium,long,positive,positive,kz,kz,0
11644,-0.1380597048647655,0.0110395097807854,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
11645,-0.2419819812696378,0.0346079799866443,ru,long,positive,long,long,positive,positive,ru,ru,3
11646,0.0832407244181485,0.4417445753045649,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,2
11647,0.4216615937007068,-0.0191538857782159,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
11648,-0.1301635903924401,-0.1392439041138093,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
11649,0.0396766546323496,0.1684864348858715,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed,1
11650,-0.2165561505017348,0.1979663729500474,ru,long,positive,long,medium,positive,positive,ru,ru,2
11651,0.4024709642851301,0.0385767001855372,kz,long,positive,long,long,positive,positive,kz,kz,0
11652,-0.1646251685900271,-0.1552252045025952,ru,long,positive,long,long,positive,positive,ru,ru,3
11653,-0.2650658341065485,0.0966349322982155,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
11654,0.3273419495707695,-0.0142019603582285,kz,long,positive,long,long,positive,positive,kz,kz,0
11655,-0.2759669985979607,0.1443793869972806,ru,long,positive,long,long,positive,positive,ru,ru,2
11656,-0.2126202580827513,-0.1593203076785013,ru,long,positive,long,long,positive,positive,ru,ru,3
11657,0.0133962691903894,0.1372807811850445,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
11658,0.379222474289184,0.0155853377569155,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
11659,-0.1552039500827139,-0.0003652067275693,ru,long,negative,long,long,negative,negative,ru,ru,3
11660,-0.0495133094902431,-0.0873834688929912,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
11661,-0.3276291444849559,-0.2654361963369627,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11662,-0.0485569812473067,-0.0875349280225581,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
11663,0.1709332598914602,-0.0154950057975568,kz,short,negative,short,short,negative,negative,kz,kz,1
11664,0.1513639066066161,-0.0192480975249353,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
11665,0.4883271909724554,0.001557450571731,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
11666,-0.1435207020674666,-0.1555313143392534,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11667,-0.2470974454414666,0.0231710794692032,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11668,-0.2853328749930032,0.0081124221103519,ru,long,positive,long,long,positive,positive,ru,ru,3
11669,-0.2937880830375945,0.4537688920325982,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11670,-0.0361193053968302,-0.1029633206278534,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11671,-0.2024961247592912,0.0512770951791605,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11672,0.1918701842740158,0.0317647023409973,kz,short,positive,short,short,positive,positive,kz,kz,0
11673,-0.0730557001989376,0.0198497080388834,ru,long,neutral,medium,medium,neutral,neutral,ru,ru,1
11674,-0.1223919234864365,-0.1257703548373243,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11675,-0.1794541993344382,-0.0075101913946552,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11676,0.3461035811683179,0.0020414270033467,kz,long,positive,long,long,positive,positive,kz,kz,0
11677,-0.1239353327519392,-0.2599666062507901,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11678,-0.2250812213913991,0.0531485671307323,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11679,-0.2893691584994529,-0.0427875638483115,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11680,-0.2592432854265556,0.0736446142477046,ru,long,positive,long,long,positive,positive,ru,ru,2
11681,-0.0992235697559262,-0.1220298660895733,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11682,0.2061699568251461,-0.0718371521790801,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed,0
11683,0.2955010372162541,0.0082858895589171,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
11684,0.2609228550588505,-0.0199091607819697,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11685,-0.2549016282383059,-0.0493189941525316,ru,long,positive,long,long,positive,positive,ru,ru,3
11686,0.2728890273621935,-0.0059819790581258,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11687,0.0358885943106929,0.424828494059719,mixed,medium,positive,long,short,positive,positive,mixed,mixed,2
11688,0.3749635287761678,-0.0109397815206903,kz,long,neutral,long,medium,neutral,neutral,kz,kz,0
11689,-0.3416525140456079,-0.1255225782716109,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11690,0.1684906558286652,0.0635808661963036,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
11691,0.3467917982617991,0.0452049162980296,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11692,-0.1868038684765868,-0.1142178936203489,ru,long,positive,long,long,positive,positive,ru,ru,3
11693,-0.093722668465534,-0.1075903128184739,ru,long,negative,long,long,negative,negative,ru,ru,3
11694,-0.2023228860908825,-0.0986541203390543,ru,long,positive,long,long,positive,positive,ru,ru,3
11695,0.1628533761207236,-0.028345683937617,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
11696,0.1851614455778536,-0.0195230374848478,kz,short,positive,short,short,positive,positive,kz,kz,1
11697,0.300258230698088,-0.0076943577332337,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11698,-0.3042030153469936,-0.2656938703746663,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11699,0.3681396062954279,0.0589702040391196,kz,long,positive,long,long,positive,positive,kz,kz,0
11700,0.3305464747905405,0.0458826319826998,kz,long,positive,long,long,positive,positive,kz,kz,0
11701,0.1887607892250599,-0.0048395694559225,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
11702,0.279293134051412,-0.0257309326086153,kz,long,positive,long,long,positive,positive,kz,kz,0
11703,0.1130866703322249,-0.0742184355293533,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
11704,0.4077325784696899,0.110241801754714,kz,long,positive,long,long,positive,positive,kz,kz,0
11705,-0.3145616977762402,0.0648313632397584,ru,long,neutral,long,long,neutral,neutral,ru,ru,2
11706,-0.1764820503287673,0.0344624689028782,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11707,0.0235265621729279,-0.0328405168862486,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
11708,-0.0151498502584338,-0.0467726306389952,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
11709,-0.0361434494392312,0.0323319804595477,ru,short,positive,short,short,positive,positive,ru,ru,1
11710,-0.1289301091293542,0.0679606471766391,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11711,-0.2681327300491098,0.1288508767404401,ru,long,positive,long,long,positive,positive,ru,ru,2
11712,-0.2675936388774172,0.105177236791829,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
11713,0.0861161324570725,-0.181699928012075,mixed,medium,positive,long,medium,positive,positive,mixed,mixed,1
11714,0.3827422700901848,0.0751188970958822,kz,long,positive,long,long,positive,positive,kz,kz,0
11715,0.1270830767625639,0.0135254463107278,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed,1
11716,-0.1607682923157045,-0.3088878250843276,ru,long,positive,long,long,positive,positive,ru,ru,3
11717,-0.0503817919746652,-0.0873241610726665,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
11718,0.395278966377094,0.0815727491032563,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11719,0.2558855103342151,-0.0102863708220511,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
11720,0.151938906967761,-0.0109676119444138,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
11721,-0.1442000248643517,-0.1444652645728663,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11722,-0.1527604496969495,0.063184455252481,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11723,-0.2136372703667985,-0.1674556152057379,ru,long,positive,long,long,positive,positive,ru,ru,3
11724,-0.068213401466211,-0.1226265149819633,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11725,0.018732014208101,-0.0734674023322865,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
11726,-0.1677622591156155,0.0345847350029303,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11727,0.2147086073366781,0.0239846043567473,kz,short,positive,short,short,positive,positive,kz,kz,0
11728,-0.0560700744563021,-0.06751292228649,ru,short,neutral,short,short,neutral,neutral,ru,ru,3
11729,0.2137784061747987,0.0214104604819342,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11730,0.306397244334998,-0.0105489621772714,kz,long,positive,long,long,positive,positive,kz,kz,0
11731,-0.0814536684990573,-0.1312088147309334,ru,long,positive,long,long,positive,positive,ru,ru,3
11732,0.1420324636545056,0.1370967414797135,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
11733,0.410233963120507,-0.0009413801862518,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
11734,-0.177766767988089,-0.039334075168962,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11735,0.1688982090455258,0.0075769792232283,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
11736,0.1865050408115777,-0.0006635367752554,kz,short,positive,short,short,positive,positive,kz,kz,1
11737,-0.2951541080266288,-0.265335716352135,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
11738,0.09049833002685,0.4349979309990157,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,2
11739,0.2431351077622563,0.0164747008255578,kz,medium,positive,medium,long,positive,positive,kz,kz,0
11740,-0.1366135957745151,-0.1176677176458739,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
11741,-0.0956376191075941,-0.1196133098117659,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11742,-0.0855087326405479,-0.0966568677107724,ru,short,positive,short,short,positive,positive,ru,ru,3
11743,0.3478318626892835,-0.0137888272986656,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11744,0.4064023930663492,0.082325234582152,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11745,0.1020220622015576,0.0099375769057318,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
11746,0.2945326752037278,-0.008618585529776,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11747,-0.2352780764267372,-0.1123849700896765,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11748,-0.0420430430257877,0.0479867855278355,ru,short,positive,short,short,positive,positive,ru,ru,1
11749,-0.175602845057148,-0.0753090172369967,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11750,0.3893826273637082,-0.007722562672976,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
11751,-0.1187122290434754,-0.1770656657172068,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
11752,0.3998229599125562,0.0899227903358536,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11753,0.2911541206877559,0.0607918142355392,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11754,-0.1622406809446947,0.2270962144810128,ru,short,positive,short,short,positive,positive,ru,ru,2
11755,-0.2017768236181347,0.049109544134481,ru,medium,positive,medium,long,positive,positive,ru,ru,3
11756,-0.1719618069114134,-0.0033823110211431,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11757,0.1941909668011615,0.0092341885442631,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
11758,-0.0006518103550491,0.0115123718329709,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
11759,-0.1858848393561406,0.1366056926197288,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11760,0.0096328264823693,0.2254120352493504,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,2
11761,-0.1780863039164627,-0.232221948736182,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11762,0.209887261159224,-0.0476267467770164,mixed,long,negative,long,long,negative,negative,mixed,mixed,0
11763,-0.1905670451660164,-0.0142231428906323,ru,long,positive,long,long,positive,positive,ru,ru,3
11764,-0.0772578691059476,-0.1104294428748398,ru,long,negative,medium,medium,negative,negative,ru,ru,3
11765,-0.2065024583434489,0.0105849224123154,ru,long,positive,long,long,positive,positive,ru,ru,3
11766,-0.1740589735711861,0.0462122275258988,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
11767,0.1887450607178998,-0.0258671991320319,mixed,medium,neutral,short,short,neutral,neutral,mixed,mixed,1
11768,-0.1277099175026202,0.0453741449513493,ru,long,negative,long,long,negative,negative,ru,ru,3
11769,-0.1041819085678679,-0.0900307717376316,ru,long,negative,long,long,negative,negative,ru,ru,3
11770,0.0091600602375612,-0.0222161395373251,ru,short,negative,short,short,negative,negative,ru,ru,1
11771,0.2372814511038667,0.0353323774081121,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
11772,-0.2032401632390661,0.0042934557737798,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11773,0.3919624919219091,0.0078708032217791,kz,long,positive,long,long,positive,positive,kz,kz,0
11774,0.057880568778728,0.0075652139781852,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
11775,-0.1955831999285023,-0.2526822576093558,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11776,-0.0987130634637315,0.0078158397269171,ru,short,positive,short,short,positive,positive,ru,ru,3
11777,0.3015695421321429,0.0454295162214011,kz,long,positive,long,long,positive,positive,kz,kz,0
11778,-0.2926222083479356,-0.1276642716758772,ru,long,positive,long,long,positive,positive,ru,ru,3
11779,0.3553371020844101,0.1037319808336595,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11780,-0.2952385574492621,0.3594377343220331,ru,long,positive,long,long,positive,positive,ru,ru,2
11781,-0.1688180935570826,-0.1674196793160745,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11782,-0.076080484147625,-0.1193108947324231,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11783,-0.2943107594605396,0.2404511283651074,ru,long,positive,long,long,positive,positive,ru,ru,2
11784,-0.2178415218863709,0.003682390428027,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11785,-0.1348125558436307,-0.2513391398029412,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
11786,0.1331031584725958,-0.0593491557042049,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
11787,0.3477253781839883,0.0071747770000883,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
11788,-0.2915932388034862,0.2469247363099941,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11789,0.000639925792651,-0.0615869373816465,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
11790,0.2051357858347937,0.0065850453953015,kz,long,negative,medium,medium,negative,negative,kz,kz,0
11791,-0.1823926400143841,-0.346858144105013,ru,long,positive,long,long,positive,positive,ru,ru,3
11792,-0.3213369139508221,0.4799756449821876,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11793,-0.0107712153530219,0.0274885050094994,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed,1
11794,-0.1762936672570102,-0.035283803020008,ru,long,positive,long,long,positive,positive,ru,ru,3
11795,0.1013403717563949,-0.0389525809749568,mixed,medium,negative,medium,short,negative,negative,mixed,mixed,1
11796,0.1707304240108641,-0.0222758135654225,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
11797,-0.1036141393111964,0.045110020907529,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11798,0.257388131940573,-0.0035968588223533,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
11799,0.1632430351630503,-0.0775849160560608,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed,1
11800,-0.0644821318788735,-0.1248481624395844,ru,long,positive,long,long,positive,positive,ru,ru,3
11801,-0.1042733071795826,-0.1958741062386427,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11802,0.1442427040771953,0.0441299993808936,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
11803,-0.1516354254744469,-0.152829156140712,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11804,0.4775733108526334,0.0988909272160125,kz,long,positive,long,long,positive,positive,kz,kz,0
11805,-0.2853975629930554,0.1221380951873622,ru,long,positive,long,long,positive,positive,ru,ru,2
11806,-0.0579254864119919,-0.0676057508374077,ru,short,positive,short,short,positive,positive,ru,ru,3
11807,0.3511767143593113,0.004550925093271,kz,long,positive,long,long,positive,positive,kz,kz,0
11808,-0.2014696106728421,-0.008719910576612,ru,long,positive,long,long,positive,positive,ru,ru,3
11809,-0.218537301367912,0.054110429347385,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11810,-0.1192629870292632,0.0306838596907715,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
11811,0.0801854267676274,0.088314826058784,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
11812,-0.2086149110924183,0.1689288325045725,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11813,-0.1171282860568726,-0.1473689108773067,ru,long,positive,medium,long,positive,positive,ru,ru,3
11814,-0.1223077164189124,-0.1338847544721651,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11815,0.2412365374997421,-0.0146210428991872,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
11816,0.4070384766381023,0.1117733324423128,kz,long,positive,long,long,positive,positive,kz,kz,0
11817,-0.2355364722009078,-0.0373540576888667,ru,long,positive,long,long,positive,positive,ru,ru,3
11818,0.1959688459182163,-0.0059202422142519,kz,short,neutral,short,short,neutral,neutral,kz,kz,0
11819,-0.2050716081827373,-0.1671020065089036,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
11820,-0.3154215478230583,0.5069892652693249,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
11821,0.1259589186650075,0.0069031257863757,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
