row_idx,x,y,language,detail_level,sentiment_class,detail_level_659d21b9_pred,detail_level_a6312ca1_pred,sentiment_4fba3d0b_pred,sentiment_ba797532_pred,language_ef21cec4_pred,language_7f943949_pred
11418,-0.04862380649091067,-0.0876115079426615,ru,short,neutral,short,short,neutral,neutral,ru,ru
11419,-0.23403992892135822,-0.3150567311362022,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11420,-0.1283088504282394,-0.04881648911395079,ru,medium,positive,medium,medium,positive,positive,ru,ru
11421,0.15383444714784908,-0.0017913638400699637,kz,short,positive,short,short,positive,positive,kz,kz
11422,0.3619773199360292,0.05557644989052463,kz,long,positive,long,long,positive,positive,kz,kz
11423,0.027170895059712857,0.018679188587405172,mixed,medium,neutral,long,short,neutral,neutral,mixed,mixed
11424,0.09375711544643277,0.08470238671373545,mixed,long,positive,long,long,positive,positive,mixed,mixed
11425,-0.22119955857339332,-0.017857099969497938,ru,long,positive,long,long,positive,positive,ru,ru
11426,-0.23260315748061963,0.3309087555798394,ru,medium,positive,medium,medium,positive,positive,ru,ru
11427,-0.16698962412483534,-0.04843436479923274,ru,medium,positive,medium,medium,positive,positive,ru,ru
11428,0.15405859209634445,-0.023312486079712653,kz,short,positive,short,short,positive,positive,kz,kz
11429,0.4439285092539762,0.03251319354327375,kz,medium,positive,medium,medium,positive,positive,kz,kz
11430,0.059820811614560425,0.14515241351946004,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
11431,-0.16456118047461452,0.03658471248908573,ru,medium,positive,medium,medium,positive,positive,ru,ru
11432,-0.05064374936391482,-0.08779324762825251,ru,short,neutral,short,short,neutral,neutral,ru,ru
11433,-0.23982141411988622,0.06774330371349575,ru,long,positive,long,long,positive,positive,ru,ru
11434,0.4221160887039259,0.034925135823955365,kz,long,positive,long,long,positive,positive,kz,kz
11435,0.0893830662030162,0.008483683523462394,mixed,short,positive,short,short,positive,positive,mixed,mixed
11436,-0.23380781370986062,-0.025982163225963112,ru,long,positive,long,long,positive,positive,ru,ru
11437,-0.04901951613505705,-0.087858710413613,ru,short,neutral,short,short,neutral,neutral,ru,ru
11438,-0.3276928385653717,0.5181078993343188,ru,medium,positive,medium,medium,positive,positive,ru,ru
11439,0.24723474243497542,0.009479820222634291,kz,medium,negative,medium,medium,negative,negative,kz,kz
11440,-0.272360195037155,-0.07297091061764449,ru,long,neutral,long,long,neutral,neutral,ru,ru
11441,0.24337076627550516,0.0033804483846014404,kz,medium,negative,medium,medium,negative,negative,kz,kz
11442,-0.25776106427278017,0.05897430916445205,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11443,-0.08803834551823951,-0.09581919013378361,ru,long,negative,long,long,negative,negative,ru,ru
11444,-0.2393177134427265,-0.28554053693186016,ru,long,positive,long,long,positive,positive,ru,ru
11445,-0.3092143001504325,-0.05342904804452723,ru,long,neutral,long,long,neutral,neutral,ru,ru
11446,-0.08084986256351114,-0.11557941859708896,ru,medium,positive,medium,medium,positive,positive,ru,ru
11447,0.30071343403938366,-0.03499931290614874,kz,long,neutral,long,long,neutral,neutral,kz,kz
11448,-0.2651546001566076,0.12058511196120217,ru,medium,neutral,long,medium,neutral,neutral,ru,ru
11449,0.2139005841540833,-0.07832140389337999,mixed,medium,neutral,long,medium,neutral,neutral,mixed,mixed
11450,0.06341730689090118,-0.05066741488969085,mixed,medium,positive,long,medium,positive,positive,mixed,mixed
11451,0.16669006529399732,-0.014147033840281938,mixed,short,positive,short,short,positive,positive,mixed,mixed
11452,0.4524794867116499,0.012691168045757286,kz,long,positive,long,long,positive,positive,kz,kz
11453,-0.20541606477271332,0.21042496351853573,ru,long,positive,long,medium,positive,positive,ru,ru
11454,0.07780406460094397,-0.04659356679203153,mixed,short,negative,short,short,negative,negative,mixed,mixed
11455,-0.22583133121316085,0.0736447221219301,ru,medium,positive,medium,medium,positive,positive,ru,ru
11456,0.279666827182926,-0.004328989328003603,kz,medium,positive,medium,medium,positive,positive,kz,kz
11457,-0.08349833399523696,-0.11234024534448084,ru,long,negative,long,long,negative,negative,ru,ru
11458,-0.11927111498974284,-0.16684210056327387,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11459,-0.3112496044761361,0.18379473653919443,ru,long,positive,long,long,positive,positive,ru,ru
11460,-0.28702828370279865,-0.12525815142803456,ru,long,positive,long,long,positive,positive,ru,ru
11461,-0.038323053773460625,-0.05314907579167675,ru,medium,positive,medium,medium,positive,positive,ru,ru
11462,0.1734325690479394,-0.01881578687653324,kz,short,negative,short,short,negative,negative,kz,kz
11463,0.06797117441003049,0.03028337071317898,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
11464,0.16645615020987514,-0.01093369656880818,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
11465,-0.17439558254588014,-0.0022137497592219987,ru,medium,positive,medium,medium,positive,positive,ru,ru
11466,-0.2200560922187657,0.029877954244305407,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11467,0.1312671703989953,0.008290382219326785,kz,short,negative,short,short,negative,negative,kz,kz
11468,0.17179625310431174,0.00758206890873387,kz,short,neutral,short,short,neutral,neutral,kz,kz
11469,-0.11761609858395913,-0.1316290673224617,ru,long,positive,long,long,positive,positive,ru,ru
11470,0.41405212290480453,0.1038613769958144,kz,long,positive,long,long,positive,positive,kz,kz
11471,-0.10540068531819957,-0.05083690237528364,ru,medium,negative,medium,medium,negative,negative,ru,ru
11472,-0.21176390282037436,-0.1642118090568651,ru,medium,positive,medium,medium,positive,positive,ru,ru
11473,0.2969966130287281,0.007677504536986129,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11474,-0.18914142851802868,-0.17574368989687916,ru,medium,positive,medium,medium,positive,positive,ru,ru
11475,0.2372310350126302,-0.018500204745583403,kz,long,positive,medium,medium,positive,positive,kz,kz
11476,-0.20044513753545562,0.03952971526029127,ru,medium,positive,long,long,positive,positive,ru,ru
11477,-0.18591679205408496,-0.24550549407889288,ru,long,positive,long,long,positive,positive,ru,ru
11478,-0.040501124746231666,-0.059126056426996976,ru,medium,positive,medium,medium,positive,positive,ru,ru
11479,-0.048647461665561005,0.04496820014139942,ru,short,positive,short,short,positive,positive,ru,ru
11480,-0.10333382292453439,-0.21920190381720459,ru,long,neutral,long,long,neutral,neutral,ru,ru
11481,0.1672246637947239,0.035725571343047435,mixed,long,negative,long,long,negative,negative,mixed,mixed
11482,-0.22122427601871222,-0.07680230294575326,ru,long,positive,long,long,positive,positive,ru,ru
11483,-0.12928524778701533,-0.17625776909883606,ru,medium,negative,long,long,negative,negative,ru,ru
11484,-0.2455175908857107,0.3263727621845848,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11485,0.3401311114149293,-0.009115421329045484,kz,long,positive,long,long,positive,positive,kz,kz
11486,-0.20157399109069216,-0.13148451380757226,ru,medium,positive,medium,medium,positive,positive,ru,ru
11487,-0.15691923826793475,0.129800724728831,ru,medium,negative,medium,medium,negative,negative,ru,ru
11488,-0.09930481082635959,0.22406883367454047,ru,short,neutral,short,short,neutral,neutral,ru,ru
11489,0.34333896601223446,0.011689600763392916,kz,long,positive,long,long,positive,positive,kz,kz
11490,-0.25409911215987924,0.03660698338320126,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11491,-0.16811449544761312,-0.20012383773077233,ru,long,positive,long,long,positive,positive,ru,ru
11492,0.23114026476315563,0.013447506514484212,kz,medium,positive,medium,medium,positive,positive,kz,kz
11493,-0.17081510611365147,0.43552894632909356,ru,short,positive,short,short,positive,positive,ru,ru
11494,-0.07042919104084085,-0.11696326736462583,ru,medium,positive,medium,medium,positive,positive,ru,ru
11495,-0.04074267835158696,0.04963819929503869,ru,short,positive,short,short,positive,positive,ru,ru
11496,-0.1681125323901794,-0.11641042614838452,ru,long,positive,long,long,positive,positive,ru,ru
11497,0.10549064939110622,0.020967677203171865,mixed,long,negative,long,long,negative,negative,mixed,mixed
11498,0.18709554181499294,-0.08543426360333953,mixed,medium,neutral,long,medium,neutral,neutral,mixed,mixed
11499,0.24619455688811195,0.08339580864453638,kz,short,positive,short,short,positive,positive,kz,kz
11500,-0.21563085020995298,0.15321832986008938,ru,long,positive,long,medium,positive,positive,ru,ru
11501,-0.01802548191733743,-0.02358999047311299,ru,short,neutral,short,short,neutral,neutral,ru,ru
11502,-0.213289801067381,-0.16199683353836183,ru,long,positive,long,long,positive,positive,ru,ru
11503,-0.0804485260575553,-0.11616902234842509,ru,medium,positive,medium,medium,positive,positive,ru,ru
11504,0.3999109798744879,0.10503210839270015,kz,long,positive,medium,long,positive,positive,kz,kz
11505,0.36688543102940674,-0.012202771604077397,kz,long,neutral,long,long,neutral,neutral,kz,kz
11506,0.1960939603961956,0.022288219618290278,kz,long,negative,medium,medium,negative,negative,kz,kz
11507,-0.16883279556100717,0.425695349868863,ru,short,positive,short,short,positive,positive,ru,ru
11508,0.19032912653490874,-0.0014474904603586772,mixed,long,positive,long,long,positive,positive,mixed,mixed
11509,0.33923229248204023,0.02838995065700989,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11510,-0.07576411510254455,-0.11750196732692351,ru,medium,positive,medium,medium,positive,positive,ru,ru
11511,0.30024017509401457,0.015964697794316293,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11512,0.4760963949730238,0.0933859851603093,kz,long,positive,long,long,positive,positive,kz,kz
11513,-0.24360369614329502,-0.024258507512743152,ru,long,neutral,long,long,neutral,neutral,ru,ru
11514,0.2961238976744231,0.00272716871424115,kz,medium,positive,medium,medium,positive,positive,kz,kz
11515,-0.11624894361735637,-0.17060865852838675,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11516,0.31694474034955555,0.03905333894449933,kz,medium,positive,medium,medium,positive,positive,kz,kz
11517,0.27350849620002327,-0.015322704734945505,kz,long,negative,long,long,negative,negative,kz,kz
11518,-0.12462220570709723,-0.1677220591811853,ru,medium,negative,medium,medium,negative,negative,ru,ru
11519,0.3695919658807599,0.0040274558113977356,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11520,-0.20262460482325664,-0.12838368663880484,ru,long,neutral,long,long,neutral,neutral,ru,ru
11521,-0.08692893508636243,-0.1302914319884109,ru,long,positive,long,long,positive,positive,ru,ru
11522,-0.07071518929203899,0.006174710202245427,mixed,short,positive,short,short,positive,positive,mixed,mixed
11523,-0.19261528602380795,0.14049677245385875,ru,medium,positive,medium,medium,positive,positive,ru,ru
11524,0.13748084880938824,-0.08837637955964427,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed
11525,-0.15792677014661233,-0.16323830599245231,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11526,0.294481067698427,-0.0005236566099471758,kz,medium,positive,medium,long,positive,positive,kz,kz
11527,-0.046508665227508385,-0.125721227209529,ru,long,neutral,long,long,neutral,neutral,ru,ru
11528,-0.17977056502624741,-0.19717876334915,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11529,0.014954396785154363,-0.050249746388386224,ru,short,neutral,short,short,neutral,neutral,ru,ru
11530,0.2708889851157744,0.001944918509050829,kz,long,neutral,long,long,neutral,neutral,kz,kz
11531,0.40019606619607884,0.08559184819360845,kz,medium,positive,medium,medium,positive,positive,kz,kz
11532,0.25908694652179154,0.027272186779260778,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11533,0.45120163494854865,0.02273806925359949,kz,long,positive,long,long,positive,positive,kz,kz
11534,-0.14730516014260747,-0.1376311921275149,ru,long,positive,long,long,positive,positive,ru,ru
11535,-0.22335326824259924,-0.10099357496026204,ru,medium,neutral,medium,long,neutral,neutral,ru,ru
11536,0.10311109002794386,-0.013332929584686107,kz,short,negative,short,short,negative,negative,kz,kz
11537,0.2253512731238534,-0.007854602539313273,kz,long,neutral,long,medium,neutral,neutral,kz,kz
11538,-0.11717177821480061,-0.11586685535925659,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11539,0.06525829708224559,-0.032122543537236786,mixed,short,positive,short,short,positive,positive,mixed,mixed
11540,0.18046091952544063,-0.006710990782894156,kz,short,neutral,short,short,neutral,neutral,kz,kz
11541,-0.17507551862957474,-0.2013546545802789,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11542,-0.200394908755889,0.1604632331051105,ru,long,positive,long,medium,positive,positive,ru,ru
11543,-0.2695240600636132,0.26005911025040146,ru,medium,positive,medium,medium,positive,positive,ru,ru
11544,-0.15387935551084456,-0.035218158030980884,ru,long,neutral,long,long,neutral,neutral,ru,ru
11545,-0.1656220624214353,0.44531698204910053,ru,short,positive,short,short,positive,positive,ru,ru
11546,0.3562637117536271,-0.002148681416543482,kz,long,neutral,long,long,neutral,neutral,kz,kz
11547,0.346860400035238,-0.009551953587524238,kz,long,positive,long,long,positive,positive,kz,kz
11548,-0.19055815737970222,-0.06964848025028597,ru,long,neutral,long,long,neutral,neutral,ru,ru
11549,0.3680481227756278,0.004159754728021994,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11550,-0.28291358599886124,0.4150626137500011,ru,medium,positive,medium,medium,positive,positive,ru,ru
11551,-0.17311549840791565,-0.21381563502352238,ru,medium,positive,long,long,positive,positive,ru,ru
11552,-0.20952594267935723,0.014429238127067485,ru,medium,positive,medium,medium,positive,positive,ru,ru
11553,0.09789998432487616,-0.02808511508700409,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
11554,-0.1732630710387278,-0.20191333444131582,ru,medium,positive,long,long,positive,positive,ru,ru
11555,0.1572601330704994,-0.018138349869652164,kz,short,neutral,short,short,neutral,neutral,kz,kz
11556,0.3060616571561498,-0.006701352310192179,kz,medium,positive,medium,long,positive,positive,kz,kz
11557,-0.17028474778677494,-0.29609062522683843,ru,long,positive,long,long,positive,positive,ru,ru
11558,0.3283821600748354,0.019634103013191406,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11559,0.262417057850909,0.004790459398415538,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11560,-0.27111912084396717,0.2807318231751863,ru,medium,positive,medium,medium,positive,positive,ru,ru
11561,0.2605065446482906,0.01999004778308285,kz,long,positive,medium,medium,positive,positive,kz,kz
11562,0.3317885791422443,-0.01406558759543803,kz,medium,positive,medium,medium,positive,positive,kz,kz
11563,-0.002266107501169161,0.1356416049947624,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
11564,-0.1693431336746762,0.4325074949592307,ru,short,positive,short,short,positive,positive,ru,ru
11565,-0.2169418437917356,0.13753229665002523,ru,medium,positive,medium,medium,positive,positive,ru,ru
11566,-0.036119765980050386,-0.050558247513543576,ru,medium,positive,medium,medium,positive,positive,ru,ru
11567,-0.10134618319204931,-0.06807575969135839,ru,long,negative,medium,medium,negative,negative,ru,ru
11568,-0.21744257664315797,-0.021758323310456906,ru,long,positive,long,long,positive,positive,ru,ru
11569,-0.29698657613917595,0.23521545180915251,ru,medium,positive,medium,medium,positive,positive,ru,ru
11570,0.21302045408849868,-0.0847717540859722,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
11571,-0.08847218599637466,-0.10898303560646197,ru,medium,negative,medium,medium,negative,negative,ru,ru
11572,0.15839225884721617,-0.02844562602778686,mixed,long,positive,long,long,positive,positive,mixed,mixed
11573,-0.07334795020077528,0.01312929803068002,ru,long,positive,long,long,positive,positive,ru,ru
11574,0.2500840833691028,0.016648193233873,mixed,long,positive,long,long,positive,positive,mixed,mixed
11575,0.34197888910971797,-0.0018352484209693725,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11576,-0.20852127440326504,-0.13813567524858505,ru,medium,positive,medium,medium,positive,positive,ru,ru
11577,-0.15824006389128145,0.024332694079690628,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11578,0.23461869898762475,-0.014023867837877395,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11579,-0.23859664726310362,-0.12300886132511912,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11580,-0.27380837023084265,0.4452404440604373,ru,medium,positive,medium,medium,positive,positive,ru,ru
11581,-0.1198037722067622,-0.2515438192813712,ru,medium,positive,medium,medium,positive,positive,ru,ru
11582,0.34261250262915577,-0.011511948813471047,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11583,-0.174322049362951,0.022358477255902936,ru,medium,positive,medium,medium,positive,positive,ru,ru
11584,-0.2588073387324553,0.26148329132921233,ru,medium,positive,medium,medium,positive,positive,ru,ru
11585,0.25159653939921084,-0.011901094667518056,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11586,-0.32748094033559566,0.09151602602682803,ru,long,neutral,long,long,neutral,neutral,ru,ru
11587,0.1643779960396159,-0.016370506658080184,kz,short,neutral,short,short,neutral,neutral,kz,kz
11588,0.4005946294535646,-0.019501995753404326,kz,long,neutral,long,long,neutral,neutral,kz,kz
11589,-0.2143747290095457,0.2210575579190725,ru,long,positive,long,long,positive,positive,ru,ru
11590,0.3810768293105065,0.08096312023006769,kz,medium,positive,medium,medium,positive,positive,kz,kz
11591,-0.2846710835773482,0.20712539775386019,ru,medium,positive,medium,medium,positive,positive,ru,ru
11592,0.3247813638906248,0.07278902065638121,kz,medium,positive,medium,medium,positive,positive,kz,kz
11593,-0.15287648334346227,-0.19730121265883688,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11594,0.32044588688741243,0.0036480040119062623,kz,long,positive,long,long,positive,positive,kz,kz
11595,-0.13302499546127305,-0.13685596758806715,ru,long,positive,long,long,positive,positive,ru,ru
11596,-0.22414471514466433,0.07059837000230582,ru,long,neutral,medium,medium,neutral,neutral,ru,ru
11597,0.21916740292063142,-0.006991615217094719,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
11598,0.31711523152326143,0.01831884313609202,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11599,-0.1656312533246136,0.04163111030810102,ru,long,positive,long,medium,positive,positive,ru,ru
11600,-0.11267263190630715,-0.15241056773282616,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11601,-0.2495083080089323,0.04328811330744944,ru,long,neutral,long,long,neutral,neutral,ru,ru
11602,0.38271088296567196,0.08296894699760209,kz,medium,positive,medium,medium,positive,positive,kz,kz
11603,-0.2424526010642789,0.005212313851909267,ru,long,positive,long,long,positive,positive,ru,ru
11604,-0.12707529760400715,-0.2625495653583995,ru,medium,positive,medium,medium,positive,positive,ru,ru
11605,0.4065876209904426,0.08986287420980019,kz,medium,positive,medium,medium,positive,positive,kz,kz
11606,-0.10373491835702807,-0.188453338365367,ru,long,neutral,long,long,neutral,neutral,ru,ru
11607,0.027295545008103626,-0.09741542650038619,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
11608,0.27797667512915536,-0.00958394627581665,kz,long,negative,long,long,negative,negative,kz,kz
11609,-0.10660510579683102,0.031149741657558565,ru,medium,positive,medium,medium,positive,positive,ru,ru
11610,-0.21797146444706825,0.06613470349474539,ru,medium,positive,medium,long,positive,positive,ru,ru
11611,0.08241989176052164,-0.006499342818885373,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
11612,0.06352198227687689,0.09881710410938059,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed
11613,-0.12837711050609243,0.014140241682614078,ru,short,neutral,short,short,neutral,neutral,ru,ru
11614,-0.21887309308685254,0.018945425292004242,ru,medium,positive,medium,medium,positive,positive,ru,ru
11615,0.3344834756244209,0.0066776976771107995,kz,long,positive,long,long,positive,positive,kz,kz
11616,0.30540780175500265,-0.010686442922957284,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11617,-0.1795842025228083,-0.2317618878731908,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11618,0.40508350825320577,-0.00999783336306753,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11619,-0.0493576779475286,-0.08713524788116185,ru,short,neutral,short,short,neutral,neutral,ru,ru
11620,-0.19443361248558705,0.03128287092505739,ru,medium,positive,medium,medium,positive,positive,ru,ru
11621,-0.19151978048146945,0.05065421053702247,ru,long,positive,long,long,positive,positive,ru,ru
11622,0.19454133774866889,0.031929046186373385,mixed,long,positive,long,long,positive,positive,mixed,mixed
11623,-0.06979184070148055,-0.1413273931526088,ru,medium,negative,medium,medium,negative,negative,ru,ru
11624,-0.09852046129774301,-0.12887070590582733,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11625,0.09966999475276428,-0.039234258051832685,mixed,medium,negative,medium,medium,negative,negative,mixed,mixed
11626,-0.15850283875266552,-0.002773494600678646,ru,long,neutral,long,long,neutral,neutral,ru,ru
11627,0.30477593634877675,-0.011165537241579726,kz,medium,positive,medium,medium,positive,positive,kz,kz
11628,-0.19371311917228382,-0.20243919475079103,ru,long,positive,long,long,positive,positive,ru,ru
11629,-0.04113773039775691,-0.0944151145208666,ru,medium,negative,medium,long,negative,negative,ru,ru
11630,-0.2698124734614167,0.05774648620404817,ru,medium,positive,medium,medium,positive,positive,ru,ru
11631,0.17053772922228494,0.03335992673528642,mixed,medium,positive,long,medium,positive,positive,mixed,mixed
11632,-0.09528668697115905,-0.13953608280239366,ru,long,neutral,long,long,neutral,neutral,ru,ru
11633,-0.18869697108730338,-0.08488601022093588,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11634,-0.005052726283448487,0.0071822936265180815,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
11635,-0.24220408795456427,0.09595730116558732,ru,medium,positive,long,long,positive,positive,ru,ru
11636,0.18076174171602238,0.03404288564639466,mixed,short,positive,short,short,positive,positive,mixed,mixed
11637,-0.2987418796403298,-0.16377894898801842,ru,long,neutral,long,long,neutral,neutral,ru,ru
11638,-0.30607341530865884,-0.14124072758657918,ru,long,neutral,long,long,neutral,neutral,ru,ru
11639,-0.2137828352781362,0.00694128164893224,ru,long,positive,long,long,positive,positive,ru,ru
11640,0.36154852118939224,0.044234622026719066,kz,medium,positive,medium,medium,positive,positive,kz,kz
11641,0.15481101748917178,-0.01025386048478253,kz,short,neutral,short,short,neutral,neutral,kz,kz
11642,-0.0493527891840318,-0.06620495579751078,ru,medium,positive,medium,medium,positive,positive,ru,ru
11643,0.25653976528060357,-0.0034263307623498113,kz,medium,positive,medium,long,positive,positive,kz,kz
11644,-0.13805970486476557,0.011039509780785483,ru,short,neutral,short,short,neutral,neutral,ru,ru
11645,-0.24198198126963782,0.0346079799866443,ru,long,positive,long,long,positive,positive,ru,ru
11646,0.08324072441814859,0.44174457530456496,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
11647,0.4216615937007068,-0.01915388577821593,kz,long,neutral,long,long,neutral,neutral,kz,kz
11648,-0.1301635903924401,-0.1392439041138093,ru,medium,negative,medium,medium,negative,negative,ru,ru
11649,0.039676654632349616,0.16848643488587156,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed
11650,-0.21655615050173488,0.19796637295004743,ru,long,positive,long,medium,positive,positive,ru,ru
11651,0.40247096428513013,0.03857670018553727,kz,long,positive,long,long,positive,positive,kz,kz
11652,-0.16462516859002715,-0.1552252045025952,ru,long,positive,long,long,positive,positive,ru,ru
11653,-0.2650658341065485,0.0966349322982155,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11654,0.32734194957076956,-0.014201960358228545,kz,long,positive,long,long,positive,positive,kz,kz
11655,-0.27596699859796076,0.14437938699728065,ru,long,positive,long,long,positive,positive,ru,ru
11656,-0.21262025808275134,-0.15932030767850133,ru,long,positive,long,long,positive,positive,ru,ru
11657,0.01339626919038942,0.13728078118504455,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
11658,0.379222474289184,0.01558533775691557,kz,long,neutral,long,long,neutral,neutral,kz,kz
11659,-0.1552039500827139,-0.00036520672756937657,ru,long,negative,long,long,negative,negative,ru,ru
11660,-0.04951330949024316,-0.08738346889299123,ru,short,neutral,short,short,neutral,neutral,ru,ru
11661,-0.32762914448495595,-0.26543619633696275,ru,long,neutral,long,long,neutral,neutral,ru,ru
11662,-0.048556981247306764,-0.08753492802255819,ru,short,neutral,short,short,neutral,neutral,ru,ru
11663,0.17093325989146022,-0.015495005797556822,kz,short,negative,short,short,negative,negative,kz,kz
11664,0.15136390660661614,-0.019248097524935354,kz,short,neutral,short,short,neutral,neutral,kz,kz
11665,0.48832719097245547,0.0015574505717310366,kz,long,neutral,long,long,neutral,neutral,kz,kz
11666,-0.14352070206746664,-0.15553131433925346,ru,medium,positive,medium,medium,positive,positive,ru,ru
11667,-0.2470974454414666,0.02317107946920325,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11668,-0.28533287499300325,0.008112422110351923,ru,long,positive,long,long,positive,positive,ru,ru
11669,-0.2937880830375945,0.45376889203259824,ru,medium,positive,medium,medium,positive,positive,ru,ru
11670,-0.03611930539683024,-0.10296332062785346,ru,medium,positive,medium,medium,positive,positive,ru,ru
11671,-0.20249612475929124,0.05127709517916054,ru,medium,positive,medium,medium,positive,positive,ru,ru
11672,0.1918701842740158,0.03176470234099732,kz,short,positive,short,short,positive,positive,kz,kz
11673,-0.07305570019893767,0.019849708038883425,ru,long,neutral,medium,medium,neutral,neutral,ru,ru
11674,-0.12239192348643653,-0.12577035483732435,ru,medium,positive,medium,medium,positive,positive,ru,ru
11675,-0.1794541993344382,-0.007510191394655225,ru,medium,positive,medium,medium,positive,positive,ru,ru
11676,0.3461035811683179,0.0020414270033467475,kz,long,positive,long,long,positive,positive,kz,kz
11677,-0.12393533275193927,-0.25996660625079016,ru,medium,positive,medium,medium,positive,positive,ru,ru
11678,-0.22508122139139916,0.05314856713073233,ru,medium,positive,medium,medium,positive,positive,ru,ru
11679,-0.2893691584994529,-0.042787563848311526,ru,long,neutral,long,long,neutral,neutral,ru,ru
11680,-0.2592432854265556,0.07364461424770465,ru,long,positive,long,long,positive,positive,ru,ru
11681,-0.09922356975592625,-0.12202986608957336,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
11682,0.2061699568251461,-0.0718371521790801,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed
11683,0.2955010372162541,0.008285889558917153,kz,medium,negative,medium,medium,negative,negative,kz,kz
11684,0.2609228550588505,-0.019909160781969745,kz,medium,positive,medium,medium,positive,positive,kz,kz
11685,-0.2549016282383059,-0.04931899415253167,ru,long,positive,long,long,positive,positive,ru,ru
11686,0.2728890273621935,-0.005981979058125827,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
11687,0.035888594310692905,0.42482849405971906,mixed,medium,positive,long,short,positive,positive,mixed,mixed
11688,0.37496352877616784,-0.010939781520690332,kz,long,neutral,long,medium,neutral,neutral,kz,kz
11689,-0.3416525140456079,-0.12552257827161098,ru,long,neutral,long,long,neutral,neutral,ru,ru
11690,0.16849065582866524,0.06358086619630365,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
11691,0.3467917982617991,0.04520491629802961,kz,medium,positive,medium,medium,positive,positive,kz,kz
11692,-0.18680386847658687,-0.11421789362034897,ru,long,positive,long,long,positive,positive,ru,ru
11693,-0.09372266846553405,-0.10759031281847398,ru,long,negative,long,long,negative,negative,ru,ru
11694,-0.20232288609088253,-0.09865412033905431,ru,long,positive,long,long,positive,positive,ru,ru
11695,0.16285337612072368,-0.028345683937617085,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
11696,0.18516144557785363,-0.019523037484847863,kz,short,positive,short,short,positive,positive,kz,kz
11697,0.300258230698088,-0.007694357733233765,kz,medium,positive,medium,medium,positive,positive,kz,kz
11698,-0.3042030153469936,-0.2656938703746663,ru,long,neutral,long,long,neutral,neutral,ru,ru
11699,0.36813960629542797,0.05897020403911966,kz,long,positive,long,long,positive,positive,kz,kz
11700,0.33054647479054056,0.04588263198269987,kz,long,positive,long,long,positive,positive,kz,kz
